comment,label
شو بدك بأسمي أحترمي حالك وأحترمي ديننا الشريف وتوقفي عن الكذب وقلب الحقائق والتغطيه على من نكث بد… ,normal
عندكم زباله يا رجل اكثر من عدد سكان بيروت ، ولك انتي مبين من شكلك انك زباله نايت كلوب لانك انيق وقذر في نفس الوقت,hate
عووي وخلي صوت عواك يوصل للسما وكل ما تزيد عواء بنبسط بصوتك بس يا كلب يا وهاب فشرت ارميلك عضمة تا تسكت خليك عم تعووي ,abusive
ليك يا اهبل احكي ععدد الشعر يللي براسك يا اقرع النحس عاملكم عقدة اللواء يا طشم,hate
توظيف كتاب عدل من ثلاث اشقاء بالنتائج الاخيرة هم غرايس عصام نعيم، آلان عصام نعيم وايلي عصام نعيم,normal
كذاااااب,obscene
ما حدا شادد ع مشدو غير ولاد عمومتو وجيران القراب والأقرب حاج يعملنا فيها قضية درزية ماحدا قاريه ,normal
الصعلوك سليمان فرنجية نحن مع المقاومة في اي زمان ومكان وخصوصا في القصير ليش مينك انت يا أهبل اذا كان جدك باع البلد لحافظ كلب انت بعت عائلتك,abusive
@user وش اقول للي عاشرتهم مو حيونات الا خنازير,hateful
السيد الرئيس الكافر بشار الأسد يحتفل بعيد المولد النبوي الشريف القيادة الحكيمة منحبك,hate
وحدة مناهضة التحرش والعنف ضد المرأة,normal
@user يا عيب الشوم عليكم..بتضلو تقولو عن الخليج شاربين بول البعير..شوفو الخليج وين صار و نحن وين بعدنا..ق… @url,normal
متلك كتار تاركين الدني ومش شايفين إلا الوزير باسيل قال هيك جبران عمل هيك  يا ريت انت وغيرك بتحكوا,normal
عاهرة,abusive
موظف أمريكي لا يقبضون رواتبهم منذ شهرين بسبب عدم وجود ميزانية عجبا كيف أن الوزير جبران باسيل لم يتدخل بعد,normal
او تری أمثالك بحاجه الی مكان جديد؟ الحبس مثلا؟,normal
شكلك عايش بسوريا و الله يا رفيق,normal
شامل روكز و من بعده جبران باسيل,normal
مش صحيح هيدا الحكي يا انت حساسة كتير او تتبعين المثل القائل يلي بدو يجوز بنتو بغلي مهرها,normal
يلعن الأسد,abusive
سؤال ليش نفس الأشخاص تعليقات؟ ,normal
الجيش تاج علي راسك باكلب يا ابن الكلب,obscene
وأخيرا اعترفتي ليش جبران باسيل مكروه عند البعض ,normal
دريت ان اعضاء جسمي كلها بايره في بايره,normal
كتبت عن جبران باسيل كل حركة أمل عملولي ريتويت,normal
سد نيعك يا وسخ شيخ سعد صباطو بشرف عيلتك يا كلب,abusive
يا ابن القحبة منتا لما بتبعت دولاريم بتروح بجيبت خاماني والاخوان احنا الي انتا قلقان علينا بنشوفش اشي,obscene
ههههههه على فكرة بس اقرأي رد وليد بيك منيح حاجة تتحمرني,abusive
عرفتك انت الجرثومةيلي قد ما نكب عليها ديتول لا يقضي عليها  تضحك بلا سنان ,abusive
عثمان يحمي الفاسدين في قوى الامن مما يجعله شريكهم ,normal
بطل كلام لانك منافق والناس كانت مخدوعه فيك تعرف المنافق عند الله فين في جهنم,obscene
بزمتك فى بنت محترمه تقول لواحد اد ابوها يابن الوسخه يا شاذ يا مدعية الفضيله يا خضرا الشريفه,obscene
خراس يا دب انت معاق و بلا فهم و احسساس,abusive
اسواء ممثل لعنه الله على الى خلفوك لانهم خلفو واعد نجس,obscene
اضرب والريح تصيح جنبلاط عثمان سعدو جعجع كلهم وصرمايتك سوا,hate
خبر موثق او نكتة؟ بس لنعرف كيف نتصرف ,normal
يا سبحان الله وئام زفت يشتم ف أمير قطر الحين و قبلها كان يمدح فيها و يقول منافق و الله انت المنافق,abusive
وراء كل رجل وسيم إمرأه بايره,hateful
ﻳﻢ ﻣﺸﻬﺪﻱ ﺍﻟﻮﺣﻴﺪ ﺏ ﺳﻮﺭﻳﺎ ﻳﻠﻲ ﻓﻴﻪ ﻳﻜﻮﻥ ﺭﻭﻣﻨﺴﻲ ﻫﻞ ﺍﻟﺨﺮﻳﻒ ﻫﻮ ﻳﻠﻲ ﻋﻨﺪﻭ ﺧﺰﺍﻥ ﻣﺎﺯﻭﺕ معبى,normal
خيي كلفوا حدا يحظر الشتامين ويلي بعبر عن رأيه بإحترام أهلا وسهلا فيه ,normal
الإمبريالية والصهيونية و الإقطاع إلخ نسمعه منذ سنين والمحاربون والممتنعون نفسهم زادت سلطتهم وأموالهم وزاد فقرنا,normal
خربو بيروت وسرقو المال العام وخربو بيوت الناس هول بيخدمو حالن ما بيخدمو الناس,normal
باسيل ل  سي أن أن علينا أن نعلّم واشنطن ولندن كيف تديران بلداً بلا ميزانية,normal
هيدا بغل الجاهلية وئام وهاب فتنة مزروعة بالجبل الله يقبرو منعرف عنو ما بيعرف حمار ما بيعرف يقرا ,abusive
هيدا سياسي انتهازي عفن ورخيص لو عنا دولة قوية كان هلق بالسجن,abusive
يسعد صباحك جيمي بالعكس انا بحب أضحك وضحك الناس على شخص ما عندو لا شغلي ولا عملي الا يضحك العالم عليه ,normal
جبران باسيل حليف حزب الزباله حلفاء شياطين ايران لبنان المزبله ومصدر المخدرات ومصدر الاٍرهاب يجب ان تعزل,hate
التاريخ بيتذكر رجال لهم قراراتهم كلمتهم تبقى لأجيال وأجيال عندهم خط سياسي واحد ما بزيحوا عنه أصحاب رؤيا,normal
طعمرك مازنخك و م اكذبك العقاب لوهاب وهاب قاتل ابو دياب,obscene
من بعد حماري ما ينبت حشيش,normal
يا لطيف ما ازنخه,obscene
يحتاج هذا الحمار حصار ومقاطعه دبلوماس,abusive
يا أمير الشتامين أملك بالفوز مثل أمل إبليس بالجنه,abusive
نعم ان الله لا يغير ما بقوم حتى يغيروا ما بأنفسهم وكما تكونوا يولى عليكم صدق الله العظيم,normal
كذاب ومنافق الريال القطري القذر وصل لحسابك    ,abusive
فكل يوم اتاكد اكثر من اني مو عايش مع بني ادمين انا عايش مع مجموعة مخانيث خنازير نجسه ملعونه قذرة الله يبيدكم بعذاب… @url,hateful
ذنب يحارب ذنب ما اخس من الكلب الا ذيله تجمعكم الخيانه والتبعيه ,abusive
هذه نماذج من خنازير الخليج اعداء فلسطين والعروبة والاسلامية,hateful
شارل أيوب هل تعلم أن هذه السندات هي لقطر ولا يحق لأحد أن يتحكم بها؟ فكيف يكون جبران باسيل سارق ل مليون دولار من هذه السندات؟…,normal
انت كون زلمي بالاول او رجال او شي نوع من جنس ادام وما تتخبا بحساب وهمي رجاع تعا بهور وقلل اخلاق,abusive
عفوا أنت مخطئ الموضوع عنزة ولو طارت المواد الإعلامية التي تستعمل لإبراز موقفا ما مش لازم ت… ,normal
ما بحبك بس حلوي♥,normal
انت يا حمار قد حزب الله لضلك تهاجمو انقبر سد بوزك وكول خرى يا صرماية,abusive
خفف اكل برازء خلصنا,abusive
انتا بالذات كول خرة,obscene
انت وطني شريف احسنت ,normal
عشان هيك ضلك ضحكني,normal
